,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_title_clean,employee_residence_clean,company_location_clean,log_salary_usd,remote_type
462,462,2022,mi,pt,Data Engineer,50000,eur,54957,DE,50,DE,l,data engineer,de,de,10.914324536132202,híbrido
463,463,2022,en,ft,Data Scientist,1400000,inr,18442,IN,100,IN,m,data scientist,in,in,9.822440173682805,remoto total
464,464,2022,se,ft,Principal Data Scientist,148000,eur,162674,DE,100,DE,m,other,de,de,11.999509624363185,remoto total
465,465,2022,en,ft,Data Engineer,120000,usd,120000,US,100,US,m,data engineer,us,us,11.695255355062795,remoto total
466,466,2022,se,ft,Research Scientist,144000,usd,144000,US,50,US,l,research scientist,us,us,11.87757552297847,híbrido
467,467,2022,se,ft,Data Scientist,104890,usd,104890,US,100,US,m,data scientist,us,us,11.560676994707515,remoto total
468,468,2022,se,ft,Data Engineer,100000,usd,100000,US,100,US,m,data engineer,us,us,11.51293546492023,remoto total
469,469,2022,se,ft,Data Scientist,140000,usd,140000,US,100,US,m,data scientist,us,us,11.849404844423074,remoto total
470,470,2022,mi,ft,Data Analyst,135000,usd,135000,US,100,US,m,data analyst,us,us,11.813037464800539,remoto total
471,471,2022,mi,ft,Data Analyst,50000,usd,50000,US,100,US,m,data analyst,us,us,10.819798284210286,remoto total
472,472,2022,se,ft,Data Scientist,220000,usd,220000,US,100,US,m,data scientist,us,us,12.301387370778713,remoto total
473,473,2022,se,ft,Data Scientist,140000,usd,140000,US,100,US,m,data scientist,us,us,11.849404844423074,remoto total
474,474,2022,mi,ft,Data Scientist,140000,gbp,183228,GB,0,GB,m,data scientist,gb,gb,12.11849201563776,presencial
475,475,2022,mi,ft,Data Scientist,70000,gbp,91614,GB,0,GB,m,data scientist,gb,gb,11.425350292714276,presencial
476,476,2022,se,ft,Data Scientist,185100,usd,185100,US,100,US,m,data scientist,us,us,12.128656901032139,remoto total
477,477,2022,se,ft,Machine Learning Engineer,220000,usd,220000,US,100,US,m,machine learning engineer,us,us,12.301387370778713,remoto total
478,478,2022,mi,ft,Data Scientist,200000,usd,200000,US,100,US,m,data scientist,us,us,12.206077645517674,remoto total
479,479,2022,mi,ft,Data Scientist,120000,usd,120000,US,100,US,m,data scientist,us,us,11.695255355062795,remoto total
480,480,2022,se,ft,Machine Learning Engineer,120000,usd,120000,AE,100,AE,s,machine learning engineer,other,other,11.695255355062795,remoto total
481,481,2022,se,ft,Machine Learning Engineer,65000,usd,65000,AE,100,AE,s,machine learning engineer,other,other,11.082157933374816,remoto total
482,482,2022,ex,ft,Data Engineer,324000,usd,324000,US,100,US,m,data engineer,us,us,12.688501881189456,remoto total
483,483,2022,ex,ft,Data Engineer,216000,usd,216000,US,100,US,m,data engineer,us,us,12.283038316285214,remoto total
484,484,2022,se,ft,Data Engineer,210000,usd,210000,US,100,US,m,data engineer,us,us,12.25486757159303,remoto total
485,485,2022,se,ft,Machine Learning Engineer,120000,usd,120000,US,100,US,m,machine learning engineer,us,us,11.695255355062795,remoto total
486,486,2022,se,ft,Data Scientist,230000,usd,230000,US,100,US,m,data scientist,us,us,12.345838935721968,remoto total
487,487,2022,en,pt,Data Scientist,100000,usd,100000,DZ,50,DZ,m,data scientist,other,other,11.51293546492023,híbrido
488,488,2022,mi,fl,Data Scientist,100000,usd,100000,CA,100,US,m,data scientist,ca,us,11.51293546492023,remoto total
489,489,2022,en,ct,Applied Machine Learning Scientist,29000,eur,31875,TN,100,CZ,m,other,other,other,10.36960865451764,remoto total
490,490,2022,se,ft,Head of Data,200000,usd,200000,MY,100,US,m,other,other,us,12.206077645517674,remoto total
491,491,2022,mi,ft,Principal Data Analyst,75000,usd,75000,CA,100,CA,s,other,ca,ca,11.225256725762893,remoto total
492,492,2022,mi,ft,Data Scientist,150000,pln,35590,PL,100,PL,l,data scientist,other,other,10.479848075889779,remoto total
493,493,2022,se,ft,Machine Learning Developer,100000,cad,78791,CA,100,CA,m,other,ca,ca,11.274566747849539,remoto total
494,494,2022,se,ft,Data Scientist,100000,usd,100000,BR,100,US,m,data scientist,other,us,11.51293546492023,remoto total
495,495,2022,mi,ft,Machine Learning Scientist,153000,usd,153000,US,50,US,m,other,us,us,11.938199736300925,híbrido
496,496,2022,en,ft,Data Engineer,52800,eur,58035,PK,100,DE,m,data engineer,other,de,10.968818786635575,remoto total
497,497,2022,se,ft,Data Scientist,165000,usd,165000,US,100,US,m,data scientist,us,us,12.013706813470414,remoto total
498,498,2022,se,ft,Research Scientist,85000,eur,93427,FR,50,FR,l,research scientist,other,other,11.444946365157367,híbrido
499,499,2022,en,ft,Data Scientist,66500,cad,52396,CA,100,CA,l,data scientist,ca,ca,10.866604616761784,remoto total
500,500,2022,se,ft,Machine Learning Engineer,57000,eur,62651,NL,100,NL,l,machine learning engineer,other,other,11.045350883198553,remoto total
501,501,2022,mi,ft,Head of Data,30000,eur,32974,EE,100,EE,s,other,other,other,10.403504977585515,remoto total
502,502,2022,en,ft,Data Scientist,40000,usd,40000,JP,100,MY,l,data scientist,other,other,10.596659732783579,remoto total
503,503,2022,mi,ft,Machine Learning Engineer,121000,aud,87425,AU,100,AU,l,machine learning engineer,other,other,11.37854800024191,remoto total
504,504,2022,se,ft,Data Engineer,115000,usd,115000,US,100,US,m,data engineer,us,us,11.652696102959753,remoto total
505,505,2022,en,ft,Data Scientist,120000,aud,86703,AU,50,AU,m,data scientist,other,other,11.370255297805896,híbrido
506,506,2022,mi,ft,Applied Machine Learning Scientist,75000,usd,75000,BO,100,US,l,other,other,us,11.225256725762893,remoto total
507,507,2022,mi,ft,Research Scientist,59000,eur,64849,AT,0,AT,l,research scientist,other,other,11.07983218974459,presencial
508,508,2022,en,ft,Research Scientist,120000,usd,120000,US,100,US,l,research scientist,us,us,11.695255355062795,remoto total
509,509,2022,mi,ft,Applied Data Scientist,157000,usd,157000,US,100,US,l,other,us,us,11.964007453736912,remoto total
510,510,2022,en,ft,Computer Vision Software Engineer,150000,usd,150000,AU,100,AU,s,other,other,other,11.918397239722838,remoto total
511,511,2022,mi,ft,Business Data Analyst,90000,cad,70912,CA,50,CA,l,other,ca,ca,11.169209052553029,híbrido
512,512,2022,en,ft,Data Engineer,65000,usd,65000,US,100,US,s,data engineer,us,us,11.082157933374816,remoto total
513,513,2022,se,ft,Machine Learning Engineer,65000,eur,71444,IE,100,IE,s,machine learning engineer,other,other,11.17668320190307,remoto total
514,514,2022,en,ft,Data Analytics Engineer,20000,usd,20000,PK,0,PK,m,other,other,other,9.90353755128617,presencial
515,515,2022,mi,ft,Data Scientist,48000,usd,48000,RU,100,US,s,data scientist,other,us,10.778977123006351,remoto total
516,516,2022,se,ft,Data Science Manager,152500,usd,152500,US,100,US,m,other,us,us,11.934926432385152,remoto total
517,517,2022,mi,ft,Data Engineer,62000,eur,68147,FR,100,FR,m,data engineer,other,other,11.129437089665434,remoto total
518,518,2022,mi,ft,Data Scientist,115000,chf,122346,CH,0,CH,l,data scientist,other,other,11.714616548750014,presencial
519,519,2022,se,ft,Applied Data Scientist,380000,usd,380000,US,100,US,l,other,us,us,12.847929163278053,remoto total
520,520,2022,mi,ft,Data Scientist,88000,cad,69336,CA,100,CA,m,data scientist,ca,ca,11.146733953232388,remoto total
521,521,2022,en,ft,Computer Vision Engineer,10000,usd,10000,PT,100,LU,m,other,other,other,9.210440366976517,remoto total
522,522,2022,mi,ft,Data Analyst,20000,usd,20000,GR,100,GR,s,data analyst,other,other,9.90353755128617,remoto total
523,523,2022,se,ft,Data Analytics Lead,405000,usd,405000,US,100,US,l,other,us,us,12.91164481522143,remoto total
524,524,2022,mi,ft,Data Scientist,135000,usd,135000,US,100,US,l,data scientist,us,us,11.813037464800539,remoto total
525,525,2022,se,ft,Applied Data Scientist,177000,usd,177000,US,100,US,l,other,us,us,12.083910661257521,remoto total
526,526,2022,mi,ft,Data Scientist,78000,usd,78000,US,100,US,m,data scientist,us,us,11.264476926102367,remoto total
527,527,2022,se,ft,Data Analyst,135000,usd,135000,US,100,US,m,data analyst,us,us,11.813037464800539,remoto total
528,528,2022,se,ft,Data Analyst,100000,usd,100000,US,100,US,m,data analyst,us,us,11.51293546492023,remoto total
529,529,2022,se,ft,Data Analyst,90320,usd,90320,US,100,US,m,data analyst,us,us,11.41112527050716,remoto total
530,530,2022,mi,ft,Data Analyst,85000,usd,85000,CA,0,CA,m,data analyst,ca,ca,11.350418300109132,presencial
531,531,2022,mi,ft,Data Analyst,75000,usd,75000,CA,0,CA,m,data analyst,ca,ca,11.225256725762893,presencial
532,532,2022,se,ft,Machine Learning Engineer,214000,usd,214000,US,100,US,m,machine learning engineer,us,us,12.273735966890268,remoto total
533,533,2022,se,ft,Machine Learning Engineer,192600,usd,192600,US,100,US,m,machine learning engineer,us,us,12.16837597044068,remoto total
534,534,2022,se,ft,Data Architect,266400,usd,266400,US,100,US,m,other,us,us,12.49275797139508,remoto total
535,535,2022,se,ft,Data Architect,213120,usd,213120,US,100,US,m,other,us,us,12.269615358515345,remoto total
536,536,2022,se,ft,Data Analyst,112900,usd,112900,US,100,US,m,data analyst,us,us,11.634266607494453,remoto total
537,537,2022,se,ft,Data Engineer,155000,usd,155000,US,100,US,m,data engineer,us,us,11.951186847493476,remoto total
538,538,2022,mi,ft,Data Scientist,141300,usd,141300,US,0,US,m,data scientist,us,us,11.85864764578841,presencial
539,539,2022,mi,ft,Data Scientist,102100,usd,102100,US,0,US,m,data scientist,us,us,11.533717798424087,presencial
540,540,2022,se,ft,Data Analyst,115934,usd,115934,US,100,US,m,data analyst,us,us,11.66078496820908,remoto total
541,541,2022,se,ft,Data Analyst,81666,usd,81666,US,100,US,m,data analyst,us,us,11.310405282483078,remoto total
542,542,2022,mi,ft,Data Engineer,206699,usd,206699,US,0,US,m,data engineer,us,us,12.23902374566986,presencial
543,543,2022,mi,ft,Data Engineer,99100,usd,99100,US,0,US,m,data engineer,us,us,11.503894811084523,presencial
544,544,2022,se,ft,Data Engineer,130000,usd,130000,US,100,US,m,data engineer,us,us,11.775297421715827,remoto total
545,545,2022,se,ft,Data Engineer,115000,usd,115000,US,100,US,m,data engineer,us,us,11.652696102959753,remoto total
546,546,2022,se,ft,Data Engineer,110500,usd,110500,US,100,US,m,data engineer,us,us,11.612779849672751,remoto total
547,547,2022,se,ft,Data Engineer,130000,usd,130000,US,100,US,m,data engineer,us,us,11.775297421715827,remoto total
548,548,2022,se,ft,Data Analyst,99050,usd,99050,US,100,US,m,data analyst,us,us,11.50339014798689,remoto total
549,549,2022,se,ft,Data Engineer,160000,usd,160000,US,100,US,m,data engineer,us,us,11.982935344196433,remoto total
550,550,2022,se,ft,Data Scientist,205300,usd,205300,US,0,US,l,data scientist,us,us,12.232232473915767,presencial
551,551,2022,se,ft,Data Scientist,140400,usd,140400,US,0,US,l,data scientist,us,us,11.852257893055606,presencial
552,552,2022,se,ft,Data Scientist,176000,usd,176000,US,100,US,m,data scientist,us,us,12.07824495582233,remoto total
553,553,2022,se,ft,Data Scientist,144000,usd,144000,US,100,US,m,data scientist,us,us,11.87757552297847,remoto total
554,554,2022,se,ft,Data Engineer,200100,usd,200100,US,100,US,m,data engineer,us,us,12.206577518060588,remoto total
555,555,2022,se,ft,Data Engineer,160000,usd,160000,US,100,US,m,data engineer,us,us,11.982935344196433,remoto total
556,556,2022,se,ft,Data Engineer,145000,usd,145000,US,100,US,m,data engineer,us,us,11.884495917930655,remoto total
557,557,2022,se,ft,Data Engineer,70500,usd,70500,US,0,US,m,data engineer,us,us,11.163382173096926,presencial
558,558,2022,se,ft,Data Scientist,205300,usd,205300,US,0,US,m,data scientist,us,us,12.232232473915767,presencial
559,559,2022,se,ft,Data Scientist,140400,usd,140400,US,0,US,m,data scientist,us,us,11.852257893055606,presencial
560,560,2022,se,ft,Analytics Engineer,205300,usd,205300,US,0,US,m,other,us,us,12.232232473915767,presencial
561,561,2022,se,ft,Analytics Engineer,184700,usd,184700,US,0,US,m,other,us,us,12.12649358035784,presencial
562,562,2022,se,ft,Data Engineer,175100,usd,175100,US,100,US,m,data engineer,us,us,12.073118229279908,remoto total
563,563,2022,se,ft,Data Engineer,140250,usd,140250,US,100,US,m,data engineer,us,us,11.8511889534843,remoto total
564,564,2022,se,ft,Data Analyst,116150,usd,116150,US,100,US,m,data analyst,us,us,11.6626463477181,remoto total
565,565,2022,se,ft,Data Engineer,54000,usd,54000,US,0,US,m,data engineer,us,us,10.896757843893464,presencial
566,566,2022,se,ft,Data Analyst,170000,usd,170000,US,100,US,m,data analyst,us,us,12.04355959836804,remoto total
567,567,2022,mi,ft,Data Analyst,50000,gbp,65438,GB,0,GB,m,data analyst,gb,gb,11.088873689986276,presencial
568,568,2022,se,ft,Data Analyst,80000,usd,80000,US,100,US,m,data analyst,us,us,11.289794413577894,remoto total
569,569,2022,se,ft,Data Scientist,140000,usd,140000,US,100,US,m,data scientist,us,us,11.849404844423074,remoto total
570,570,2022,se,ft,Data Scientist,210000,usd,210000,US,100,US,m,data scientist,us,us,12.25486757159303,remoto total
571,571,2022,se,ft,Data Scientist,140000,usd,140000,US,100,US,m,data scientist,us,us,11.849404844423074,remoto total
572,572,2022,se,ft,Data Analyst,100000,usd,100000,US,100,US,m,data analyst,us,us,11.51293546492023,remoto total
573,573,2022,se,ft,Data Analyst,69000,usd,69000,US,100,US,m,data analyst,us,us,11.141876276228,remoto total
574,574,2022,se,ft,Data Scientist,210000,usd,210000,US,100,US,m,data scientist,us,us,12.25486757159303,remoto total
575,575,2022,se,ft,Data Scientist,140000,usd,140000,US,100,US,m,data scientist,us,us,11.849404844423074,remoto total
576,576,2022,se,ft,Data Scientist,210000,usd,210000,US,100,US,m,data scientist,us,us,12.25486757159303,remoto total
577,577,2022,se,ft,Data Analyst,150075,usd,150075,US,100,US,m,data analyst,us,us,11.918897111432843,remoto total
578,578,2022,se,ft,Data Engineer,100000,usd,100000,US,100,US,m,data engineer,us,us,11.51293546492023,remoto total
579,579,2022,se,ft,Data Engineer,25000,usd,25000,US,100,US,m,data engineer,us,us,10.12667110305036,remoto total
580,580,2022,se,ft,Data Analyst,126500,usd,126500,US,100,US,m,data analyst,us,us,11.748005492256807,remoto total
581,581,2022,se,ft,Data Analyst,106260,usd,106260,US,100,US,m,data analyst,us,us,11.573653610839628,remoto total
582,582,2022,se,ft,Data Engineer,220110,usd,220110,US,100,US,m,data engineer,us,us,12.301887243548784,remoto total
583,583,2022,se,ft,Data Engineer,160080,usd,160080,US,100,US,m,data engineer,us,us,11.983435216114666,remoto total
584,584,2022,se,ft,Data Analyst,105000,usd,105000,US,100,US,m,data analyst,us,us,11.561725152903833,remoto total
585,585,2022,se,ft,Data Analyst,110925,usd,110925,US,100,US,m,data analyst,us,us,11.616618591306768,remoto total
586,586,2022,mi,ft,Data Analyst,35000,gbp,45807,GB,0,GB,m,data analyst,gb,gb,10.732214027337896,presencial
587,587,2022,se,ft,Data Scientist,140000,usd,140000,US,100,US,m,data scientist,us,us,11.849404844423074,remoto total
588,588,2022,se,ft,Data Analyst,99000,usd,99000,US,0,US,m,data analyst,us,us,11.502885230075814,presencial
589,589,2022,se,ft,Data Analyst,60000,usd,60000,US,100,US,m,data analyst,us,us,11.002116507732017,remoto total
590,590,2022,se,ft,Data Architect,192564,usd,192564,US,100,US,m,other,us,us,12.16818903805254,remoto total
591,591,2022,se,ft,Data Architect,144854,usd,144854,US,100,US,m,other,us,us,11.883488521069127,remoto total
592,592,2022,se,ft,Data Scientist,230000,usd,230000,US,100,US,m,data scientist,us,us,12.345838935721968,remoto total
593,593,2022,se,ft,Data Scientist,150000,usd,150000,US,100,US,m,data scientist,us,us,11.918397239722838,remoto total
594,594,2022,se,ft,Data Analytics Manager,150260,usd,150260,US,100,US,m,other,us,us,11.920129061032112,remoto total
595,595,2022,se,ft,Data Analytics Manager,109280,usd,109280,US,100,US,m,other,us,us,11.60167782556802,remoto total
596,596,2022,se,ft,Data Scientist,210000,usd,210000,US,100,US,m,data scientist,us,us,12.25486757159303,remoto total
597,597,2022,se,ft,Data Analyst,170000,usd,170000,US,100,US,m,data analyst,us,us,12.04355959836804,remoto total
598,598,2022,mi,ft,Data Scientist,160000,usd,160000,US,100,US,m,data scientist,us,us,11.982935344196433,remoto total
599,599,2022,mi,ft,Data Scientist,130000,usd,130000,US,100,US,m,data scientist,us,us,11.775297421715827,remoto total
600,600,2022,en,ft,Data Analyst,67000,usd,67000,CA,0,CA,m,data analyst,ca,ca,11.112462823634855,presencial
601,601,2022,en,ft,Data Analyst,52000,usd,52000,CA,0,CA,m,data analyst,ca,ca,10.859018228147887,presencial
602,602,2022,se,ft,Data Engineer,154000,usd,154000,US,100,US,m,data engineer,us,us,11.944714374881176,remoto total
603,603,2022,se,ft,Data Engineer,126000,usd,126000,US,100,US,m,data engineer,us,us,11.744045122410057,remoto total
604,604,2022,se,ft,Data Analyst,129000,usd,129000,US,0,US,m,data analyst,us,us,11.767575435251748,presencial
605,605,2022,se,ft,Data Analyst,150000,usd,150000,US,100,US,m,data analyst,us,us,11.918397239722838,remoto total
606,606,2022,mi,ft,AI Scientist,200000,usd,200000,IN,100,US,l,other,in,us,12.206077645517674,remoto total
